image,image_path,sequence,image_number,emotion
S134_003_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000003.png,S134_003,3,0
S134_003_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000002.png,S134_003,2,0
S134_003_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000001.png,S134_003,1,0
S134_003_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000005.png,S134_003,5,1
S134_003_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000011.png,S134_003,11,1
S134_003_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000010.png,S134_003,10,1
S134_003_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000004.png,S134_003,4,0
S134_003_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000006.png,S134_003,6,1
S134_003_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000007.png,S134_003,7,1
S134_003_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000009.png,S134_003,9,1
S134_003_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S134/003/S134_003_00000008.png,S134_003,8,1
S134_004_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000003.png,S134_004,3,0
S134_004_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000002.png,S134_004,2,0
S134_004_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000014.png,S134_004,14,5
S134_004_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000015.png,S134_004,15,5
S134_004_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000001.png,S134_004,1,0
S134_004_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000005.png,S134_004,5,5
S134_004_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000011.png,S134_004,11,5
S134_004_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000010.png,S134_004,10,5
S134_004_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000004.png,S134_004,4,0
S134_004_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000012.png,S134_004,12,5
S134_004_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000006.png,S134_004,6,5
S134_004_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000007.png,S134_004,7,5
S134_004_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000013.png,S134_004,13,5
S134_004_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000009.png,S134_004,9,5
S134_004_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S134/004/S134_004_00000008.png,S134_004,8,5
S133_009_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S133/009/S133_009_00000001.png,S133_009,1,0
S133_009_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S133/009/S133_009_00000003.png,S133_009,3,0
S133_009_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S133/009/S133_009_00000002.png,S133_009,2,0
S133_009_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S133/009/S133_009_00000006.png,S133_009,6,7
S133_009_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S133/009/S133_009_00000005.png,S133_009,5,7
S133_009_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S133/009/S133_009_00000004.png,S133_009,4,0
S133_010_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000008.png,S133_010,8,5
S133_010_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000009.png,S133_010,9,5
S133_010_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000002.png,S133_010,2,0
S133_010_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000003.png,S133_010,3,0
S133_010_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000001.png,S133_010,1,0
S133_010_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000014.png,S133_010,14,5
S133_010_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000010.png,S133_010,10,5
S133_010_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000004.png,S133_010,4,0
S133_010_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000005.png,S133_010,5,5
S133_010_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000011.png,S133_010,11,5
S133_010_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000007.png,S133_010,7,5
S133_010_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000013.png,S133_010,13,5
S133_010_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000012.png,S133_010,12,5
S133_010_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S133/010/S133_010_00000006.png,S133_010,6,5
S133_003_00000019.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000019.png,S133_003,19,1
S133_003_00000025.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000025.png,S133_003,25,1
S133_003_00000031.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000031.png,S133_003,31,1
S133_003_00000030.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000030.png,S133_003,30,1
S133_003_00000024.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000024.png,S133_003,24,1
S133_003_00000018.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000018.png,S133_003,18,1
S133_003_00000032.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000032.png,S133_003,32,1
S133_003_00000026.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000026.png,S133_003,26,1
S133_003_00000027.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000027.png,S133_003,27,1
S133_003_00000033.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000033.png,S133_003,33,1
S133_003_00000037.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000037.png,S133_003,37,1
S133_003_00000023.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000023.png,S133_003,23,1
S133_003_00000022.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000022.png,S133_003,22,1
S133_003_00000036.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000036.png,S133_003,36,1
S133_003_00000020.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000020.png,S133_003,20,1
S133_003_00000034.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000034.png,S133_003,34,1
S133_003_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000008.png,S133_003,8,1
S133_003_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000009.png,S133_003,9,1
S133_003_00000035.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000035.png,S133_003,35,1
S133_003_00000021.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000021.png,S133_003,21,1
S133_003_00000046.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000046.png,S133_003,46,1
S133_003_00000047.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000047.png,S133_003,47,1
S133_003_00000045.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000045.png,S133_003,45,1
S133_003_00000044.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000044.png,S133_003,44,1
S133_003_00000040.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000040.png,S133_003,40,1
S133_003_00000041.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000041.png,S133_003,41,1
S133_003_00000043.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000043.png,S133_003,43,1
S133_003_00000042.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000042.png,S133_003,42,1
S133_003_00000038.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000038.png,S133_003,38,1
S133_003_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000004.png,S133_003,4,0
S133_003_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000010.png,S133_003,10,1
S133_003_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000011.png,S133_003,11,1
S133_003_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000005.png,S133_003,5,1
S133_003_00000039.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000039.png,S133_003,39,1
S133_003_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000013.png,S133_003,13,1
S133_003_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000007.png,S133_003,7,1
S133_003_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000006.png,S133_003,6,1
S133_003_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000012.png,S133_003,12,1
S133_003_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000016.png,S133_003,16,1
S133_003_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000002.png,S133_003,2,0
S133_003_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000003.png,S133_003,3,0
S133_003_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000017.png,S133_003,17,1
S133_003_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000001.png,S133_003,1,0
S133_003_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000015.png,S133_003,15,1
S133_003_00000029.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000029.png,S133_003,29,1
S133_003_00000028.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000028.png,S133_003,28,1
S133_003_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S133/003/S133_003_00000014.png,S133_003,14,1
S148_002_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000009.png,S148_002,9,2
S148_002_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000008.png,S148_002,8,2
S148_002_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000003.png,S148_002,3,0
S148_002_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000002.png,S148_002,2,0
S148_002_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000014.png,S148_002,14,2
S148_002_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000001.png,S148_002,1,0
S148_002_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000015.png,S148_002,15,2
S148_002_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000011.png,S148_002,11,2
S148_002_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000005.png,S148_002,5,2
S148_002_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000004.png,S148_002,4,0
S148_002_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000010.png,S148_002,10,2
S148_002_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000006.png,S148_002,6,2
S148_002_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000012.png,S148_002,12,2
S148_002_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000013.png,S148_002,13,2
S148_002_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S148/002/S148_002_00000007.png,S148_002,7,2
S115_008_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000015.png,S115_008,15,5
S115_008_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000001.png,S115_008,1,0
S115_008_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000014.png,S115_008,14,5
S115_008_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000002.png,S115_008,2,0
S115_008_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000016.png,S115_008,16,5
S115_008_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000017.png,S115_008,17,5
S115_008_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000003.png,S115_008,3,0
S115_008_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000007.png,S115_008,7,5
S115_008_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000013.png,S115_008,13,5
S115_008_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000012.png,S115_008,12,5
S115_008_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000006.png,S115_008,6,5
S115_008_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000010.png,S115_008,10,5
S115_008_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000004.png,S115_008,4,0
S115_008_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000005.png,S115_008,5,5
S115_008_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000011.png,S115_008,11,5
S115_008_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000008.png,S115_008,8,5
S115_008_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S115/008/S115_008_00000009.png,S115_008,9,5
S115_001_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000008.png,S115_001,8,7
S115_001_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000004.png,S115_001,4,0
S115_001_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000005.png,S115_001,5,7
S115_001_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000007.png,S115_001,7,7
S115_001_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000006.png,S115_001,6,7
S115_001_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000002.png,S115_001,2,0
S115_001_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000003.png,S115_001,3,0
S115_001_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S115/001/S115_001_00000001.png,S115_001,1,0
S115_004_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000002.png,S115_004,2,0
S115_004_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000016.png,S115_004,16,6
S115_004_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000017.png,S115_004,17,6
S115_004_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000003.png,S115_004,3,0
S115_004_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000015.png,S115_004,15,6
S115_004_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000001.png,S115_004,1,0
S115_004_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000014.png,S115_004,14,6
S115_004_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000010.png,S115_004,10,6
S115_004_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000004.png,S115_004,4,0
S115_004_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000005.png,S115_004,5,6
S115_004_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000011.png,S115_004,11,6
S115_004_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000007.png,S115_004,7,6
S115_004_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000013.png,S115_004,13,6
S115_004_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000012.png,S115_004,12,6
S115_004_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000006.png,S115_004,6,6
S115_004_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000008.png,S115_004,8,6
S115_004_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S115/004/S115_004_00000009.png,S115_004,9,6
S112_005_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000008.png,S112_005,8,1
S112_005_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000009.png,S112_005,9,1
S112_005_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000002.png,S112_005,2,0
S112_005_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000016.png,S112_005,16,1
S112_005_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000017.png,S112_005,17,1
S112_005_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000003.png,S112_005,3,0
S112_005_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000015.png,S112_005,15,1
S112_005_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000001.png,S112_005,1,0
S112_005_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000014.png,S112_005,14,1
S112_005_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000010.png,S112_005,10,1
S112_005_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000004.png,S112_005,4,0
S112_005_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000005.png,S112_005,5,1
S112_005_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000011.png,S112_005,11,1
S112_005_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000007.png,S112_005,7,1
S112_005_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000013.png,S112_005,13,1
S112_005_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000012.png,S112_005,12,1
S112_005_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S112/005/S112_005_00000006.png,S112_005,6,1
S124_007_00000019.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000019.png,S124_007,19,5
S124_007_00000018.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000018.png,S124_007,18,5
S124_007_00000024.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000024.png,S124_007,24,5
S124_007_00000023.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000023.png,S124_007,23,5
S124_007_00000022.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000022.png,S124_007,22,5
S124_007_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000008.png,S124_007,8,5
S124_007_00000020.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000020.png,S124_007,20,5
S124_007_00000021.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000021.png,S124_007,21,5
S124_007_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000009.png,S124_007,9,5
S124_007_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000010.png,S124_007,10,5
S124_007_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000004.png,S124_007,4,0
S124_007_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000005.png,S124_007,5,5
S124_007_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000011.png,S124_007,11,5
S124_007_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000007.png,S124_007,7,5
S124_007_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000013.png,S124_007,13,5
S124_007_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000012.png,S124_007,12,5
S124_007_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000006.png,S124_007,6,5
S124_007_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000002.png,S124_007,2,0
S124_007_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000016.png,S124_007,16,5
S124_007_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000017.png,S124_007,17,5
S124_007_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000003.png,S124_007,3,0
S124_007_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000015.png,S124_007,15,5
S124_007_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000001.png,S124_007,1,0
S124_007_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S124/007/S124_007_00000014.png,S124_007,14,5
S124_001_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000009.png,S124_001,9,7
S124_001_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000008.png,S124_001,8,7
S124_001_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000003.png,S124_001,3,0
S124_001_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000002.png,S124_001,2,0
S124_001_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000014.png,S124_001,14,7
S124_001_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000001.png,S124_001,1,0
S124_001_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000011.png,S124_001,11,7
S124_001_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000005.png,S124_001,5,7
S124_001_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000004.png,S124_001,4,0
S124_001_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000010.png,S124_001,10,7
S124_001_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000006.png,S124_001,6,7
S124_001_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000012.png,S124_001,12,7
S124_001_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000013.png,S124_001,13,7
S124_001_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S124/001/S124_001_00000007.png,S124_001,7,7
S124_006_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000009.png,S124_006,9,3
S124_006_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000008.png,S124_006,8,3
S124_006_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000003.png,S124_006,3,0
S124_006_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000002.png,S124_006,2,0
S124_006_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000001.png,S124_006,1,0
S124_006_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000011.png,S124_006,11,3
S124_006_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000005.png,S124_006,5,3
S124_006_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000004.png,S124_006,4,0
S124_006_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000010.png,S124_006,10,3
S124_006_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000006.png,S124_006,6,3
S124_006_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S124/006/S124_006_00000007.png,S124_006,7,3
S124_003_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000011.png,S124_003,11,4
S124_003_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000005.png,S124_003,5,4
S124_003_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000004.png,S124_003,4,0
S124_003_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000010.png,S124_003,10,4
S124_003_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000006.png,S124_003,6,4
S124_003_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000007.png,S124_003,7,4
S124_003_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000003.png,S124_003,3,0
S124_003_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000002.png,S124_003,2,0
S124_003_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000001.png,S124_003,1,0
S124_003_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000009.png,S124_003,9,4
S124_003_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S124/003/S124_003_00000008.png,S124_003,8,4
S147_002_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000008.png,S147_002,8,2
S147_002_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000009.png,S147_002,9,2
S147_002_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000010.png,S147_002,10,2
S147_002_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000004.png,S147_002,4,0
S147_002_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000005.png,S147_002,5,2
S147_002_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000011.png,S147_002,11,2
S147_002_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000007.png,S147_002,7,2
S147_002_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000013.png,S147_002,13,2
S147_002_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000012.png,S147_002,12,2
S147_002_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000006.png,S147_002,6,2
S147_002_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000002.png,S147_002,2,0
S147_002_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000003.png,S147_002,3,0
S147_002_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S147/002/S147_002_00000001.png,S147_002,1,0
S149_002_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S149/002/S149_002_00000008.png,S149_002,8,2
